"","phylodist"
"Macaca_mulatta",42.5871554809
"Macaca_nigra",42.5871553743
"Macaca_fuscata",42.5871553743
"Macaca_cyclopis",42.5871554454
"Macaca_arctoides",42.5871554454
"Theropithecus_gelada",42.5871558
"Lophocebus_aterrimus",42.5871565081
"Papio_ursinus",42.5871558001
"Papio_cynocephalus",42.5871558001
"Papio_papio",42.5871558
"Rungwecebus_kipunji",42.5871555876
"Papio_hamadryas",42.5871555876
"Papio_anubis",42.5871558
"Cercocebus_agilis",42.58715555168
"Cercocebus_chrysogaster",42.58715555168
"Cercocebus_galeritus",42.587155729
"Cercocebus_sanjei",42.58715565832
"Lophocebus_albigena",42.58715565832
"Cercocebus_torquatus",42.5871556583
"Cercocebus_atys",42.5871557288
"Mandrillus_sphinx",42.5871558
"Mandrillus_leucophaeus",42.5871558
"Cercopithecus_hamlyni",42.5871575694
"Cercopithecus_diana",42.5871557987
"Cercopithecus_neglectus",42.5871557987
"Cercopithecus_mona",42.5871561533
"Cercopithecus_pogonias",42.5871561533
"Cercopithecus_campbelli",42.5871557997
"Cercopithecus_lhoesti",42.5871558001
"Cercopithecus_preussi",42.5871558001
"Cercopithecus_cephus",42.5871558001
"Cercopithecus_erythrogaster",42.5871558
"Cercopithecus_petaurista",42.5871558
"Cercopithecus_erythrotis",42.587155658
"Cercopithecus_ascanius",42.587155658
"Cercopithecus_nictitans",42.5871557997
"Cercopithecus_mitis",42.5871557997
"Erythrocebus_patas",42.5871540281
"Chlorocebus_sabaeus",42.5871557991
"Cercopithecus_solatus",42.5871558704
"Chlorocebus_aethiops",42.5871554813
"Chlorocebus_pygerythrus",42.5871556579
"Cercopithecus_lomamiensis",42.5871556579
"Chlorocebus_djamdjamensis",42.58715551615
"Chlorocebus_tantalus",42.58715551615
"Chlorocebus_cynosuros",42.58715558695
"Cercopithecus_dryas",42.58715565783
"Cercopithecus_sclateri",42.58715565783
"Miopithecus_talapoin",42.58715757
"Miopithecus_ogouensis",42.58715757
"Allenopithecus_nigroviridis",42.587156154
"Ochotona_cansus",136.8315102738
"Ochotona_dauurica",136.8315102738
"Ochotona_curzoniae",136.831510007
"Ochotona_nubrica",136.831510007
"Ochotona_thibetana",136.8315098923
"Ochotona_thomasi",136.8315118019
"Ochotona_syrinx",136.8315087466
"Ochotona_iliensis",136.8315087466
"Ochotona_collaris",136.8315121835
"Ochotona_princeps",136.8315121835
"Ochotona_argentata",136.8315091285
"Ochotona_pallasi",136.8315091285
"Ochotona_alpina",136.8315102747
"Ochotona_turuchanensis",136.8315102747
"Ochotona_hoffmanni",136.8315102745
"Ochotona_hyperborea",136.8315106567
"Ochotona_mantchurica",136.8315106567
"Ochotona_coreana",136.8315102745
"Ochotona_forresti",136.8315106539
"Ochotona_ladacensis",136.8315106563
"Ochotona_pusilla",136.831509129
"Ochotona_rutila",136.831509129
"Ochotona_koslowi",136.83151142
"Ochotona_roylei",136.8315095103
"Ochotona_macrotis",136.8315095103
"Ochotona_rufescens",136.8315110379
"Ochotona_gloveri",136.831511038
"Ochotona_erythrotis",136.831511038
"Poelagus_marjorita",136.831525169
"Nesolagus_timminsi",136.831525169
"Nesolagus_netscheri",136.831525169
"Prolagus_sardus",136.831527079
"Romerolagus_diazi",136.831527079
"Lepus_brachyurus",136.831526315
"Lepus_americanus",136.8315259331
"Lepus_fagani",136.8315259331
"Lepus_habessinicus",136.831526583
"Lepus_oiostolus",136.831526583
"Lepus_comus",136.831526583
"Lepus_microtis",136.83152589494
"Lepus_capensis",136.83152589494
"Lepus_othus",136.83152608594
"Lepus_timidus",136.83152604774
"Lepus_coreanus",136.83152604774
"Lepus_arcticus",136.83152597134
"Lepus_tolai",136.83152612514
"Lepus_castroviejoi",136.83152574274
"Lepus_corsicanus",136.83152574274
"Lepus_townsendii",136.83152608594
"Lepus_hainanus",136.83152673504
"Lepus_peguensis",136.83152673504
"Lepus_tibetanus",136.83152635334
"Lepus_granatensis",136.83152635334
"Lepus_europaeus",136.83152635334
"Lepus_yarkandensis",136.83152635384
"Lepus_sinensis",136.83152635384
"Lepus_mandshuricus",136.83152635394
"Lepus_saxatilis",136.8315251692
"Lepus_flavigularis",136.8315268875
"Lepus_insularis",136.8315269643
"Lepus_californicus",136.8315269643
"Lepus_alleni",136.831526888
"Lepus_callotis",136.8315270792
"Brachylagus_idahoensis",136.831524407
"Lepus_starcki",136.831525551
"Sylvilagus_graysoni",136.831525551
"Sylvilagus_nuttallii",136.8315259329
"Sylvilagus_audubonii",136.8315259329
"Sylvilagus_dicei",136.831525551
"Sylvilagus_mansuetus",136.8315257037
"Sylvilagus_palustris",136.8315257037
"Sylvilagus_varynaensis",136.8315257037
"Sylvilagus_aquaticus",136.8315257034
"Sylvilagus_cunicularius",136.8315256282
"Sylvilagus_floridanus",136.8315258957
"Sylvilagus_cognatus",136.8315256282
"Sylvilagus_insonus",136.8315256282
"Sylvilagus_robustus",136.8315255515
"Sylvilagus_brasiliensis",136.8315255515
"Sylvilagus_obscurus",136.8315238711
"Sylvilagus_transitionalis",136.8315238711
"Sylvilagus_bachmani",136.8315238711
"Pentalagus_furnessi",136.8315244093
"Bunolagus_monticularis",136.8315244093
"Lepus_nigricollis",136.8315270793
"Oryctolagus_cuniculus",136.8315267396
"Caprolagus_hispidus",136.8315267396
"Pronolagus_saundersiae",136.831528221
"Pronolagus_rupestris",136.831528221
"Pronolagus_randensis",136.831526311
"Pronolagus_crassicaudatus",136.831526308
"Dryomys_niethammeri",136.831499137
"Dryomys_nitedula",136.8314991374
"Dryomys_laniger",136.8314991374
"Eliomys_munbyanus",136.8314991449
"Eliomys_melanurus",136.8314991449
"Eliomys_quercinus",136.831499145
"Selevinia_betpakdalaensis",136.831500236
"Myomimus_setzeri",136.831498054
"Myomimus_roachi",136.8314980261
"Myomimus_personatus",136.8314980261
"Muscardinus_avellanarius",136.831497508
"Graphiurus_nagtglasii",136.8315005046
"Graphiurus_christyi",136.8315005046
"Graphiurus_ocularis",136.831498596
"Graphiurus_monardi",136.8315002321
"Graphiurus_surdus",136.8315002321
"Graphiurus_lorraineus",136.8315002321
"Graphiurus_angolensis",136.8315002588
"Graphiurus_platyops",136.8315002588
"Graphiurus_walterverheyeni",136.8315002316
"Graphiurus_kelleni",136.831500504
"Graphiurus_johnstoni",136.831500504
"Graphiurus_murinus",136.831501596
"Graphiurus_rupicola",136.8315015955
"Graphiurus_crassicaudatus",136.8315015955
"Graphiurus_microtis",136.831500235
"Chaetocauda_sichuanensis",136.8314996871
"Glirulus_japonicus",136.8314996871
"Glis_glis",136.831498596
"Aplodontia_rufa",136.831512228
"Ratufa_macroura",136.831498594
"Ratufa_indica",136.831498594
"Ratufa_affinis",136.831498594
"Ratufa_bicolor",136.831498594
"Sciurillus_pusillus",136.831496687
"Funambulus_palmarum",136.8314977724
"Funambulus_sublineatus",136.8314980454
"Funambulus_layardi",136.8314977728
"Funambulus_pennantii",136.8314977728
"Funambulus_tristriatus",136.8314975004
"Exilisciurus_whiteheadi",136.8314969546
"Exilisciurus_exilis",136.8314969546
"Exilisciurus_concinnus",136.8314969544
"Dremomys_pernyi",136.8314966818
"Dremomys_gularis",136.8314953189
"Dremomys_rufigenis",136.8314964099
"Dremomys_pyrrhomerus",136.8314964091
"Dremomys_everetti",136.8314964091
"Dremomys_lokriah",136.8314955908
"Tamiops_rodolphii",136.8314955908
"Tamiops_swinhoei",136.8314964088
"Tamiops_maritimus",136.8314964088
"Tamiops_macclellandii",136.8314966818
"Glyphotes_simus",136.831495318
"Nannosciurus_melanotis",136.831495318
"Rubrisciurus_rubriventer",136.831497772
"Prosciurillus_leucomus",136.8314969533
"Prosciurillus_weberi",136.831497499
"Prosciurillus_abstrusus",136.831497499
"Prosciurillus_murinus",136.83149801138
"Prosciurillus_rosenbergii",136.83149801138
"Hyosciurus_ileile",136.831495045
"Hyosciurus_heinrichi",136.831495045
"Callosciurus_adamsi",136.8314975002
"Callosciurus_pygerythrus",136.8314964088
"Callosciurus_inornatus",136.8314964088
"Callosciurus_caniceps",136.8314963272
"Callosciurus_baluensis",136.8314963272
"Callosciurus_erythraeus",136.8314955909
"Callosciurus_albescens",136.8314955909
"Callosciurus_finlaysonii",136.8314972278
"Callosciurus_nigrovittatus",136.8314964089
"Callosciurus_prevostii",136.8314964089
"Callosciurus_quinquestriatus",136.8314966809
"Callosciurus_notatus",136.8314966819
"Callosciurus_phayrei",136.8314966819
"Callosciurus_orestes",136.8314966819
"Callosciurus_melanogaster",136.8314953182
"Sundasciurus_tenuis",136.8314969542
"Sundasciurus_jentinki",136.8314969542
"Sundasciurus_brookei",136.8314966812
"Sundasciurus_hippurus",136.8314955908
"Sundasciurus_samarensis",136.8314980455
"Sundasciurus_mindanensis",136.8314980455
"Sundasciurus_philippinensis",136.8314980455
"Sundasciurus_moellendorffi",136.83149749939
"Sundasciurus_juvencus",136.83149749939
"Sundasciurus_hoogstraali",136.8314974993
"Sundasciurus_steerii",136.8314974994
"Sundasciurus_rabori",136.8314964086
"Sundasciurus_davensis",136.8314975
"Sundasciurus_lowii",136.8314975
"Sundasciurus_fraterculus",136.8314964086
"Rhinosciurus_laticaudatus",136.8314966814
"Menetes_berdmorei",136.8314966814
"Lariscus_hosei",136.8314958634
"Lariscus_niobe",136.8314966804
"Lariscus_obscurus",136.8314966807
"Lariscus_insignis",136.8314966807
"Spermophilopsis_leptodactylus",136.8314972294
"Xerus_erythropus",136.8314972274
"Xerus_rutilus",136.8314964094
"Xerus_princeps",136.8314958644
"Xerus_inauris",136.8314958644
"Atlantoxerus_getulus",136.8314958644
"Sciurotamias_forresti",136.8314966836
"Sciurotamias_davidianus",136.8314966836
"Myosciurus_pumilio",136.8314980464
"Paraxerus_vexillarius",136.8314999534
"Paraxerus_lucifer",136.8314999534
"Paraxerus_cepapi",136.8314990535
"Funisciurus_leucogenys",136.8314990535
"Paraxerus_ochraceus",136.831499176341
"Paraxerus_boehmi",136.831499176341
"Funisciurus_isabella",136.831497772
"Funisciurus_congicus",136.831497772
"Funisciurus_substriatus",136.8314964098
"Paraxerus_cooperi",136.8314964371
"Paraxerus_poensis",136.8314963553
"Funisciurus_duchaillui",136.8314963553
"Paraxerus_vincenti",136.8314961371
"Funisciurus_carruthersi",136.8314961371
"Heliosciurus_undulatus",136.8314969541
"Heliosciurus_punctatus",136.8314958635
"Heliosciurus_ruwenzorii",136.8314955905
"Heliosciurus_gambianus",136.8314950445
"Heliosciurus_rufobrachium",136.8314950445
"Heliosciurus_mutabilis",136.8314958635
"Epixerus_ebii",136.8314983171
"Protoxerus_stangeri",136.8314988621
"Protoxerus_aubinnii",136.8314988621
"Funisciurus_pyrropus",136.8314977721
"Paraxerus_flavovittis",136.8314964091
"Paraxerus_alexandri",136.8314981001
"Funisciurus_lemniscatus",136.8314981001
"Paraxerus_palliatus",136.83149809984
"Funisciurus_anerythrus",136.83149809984
"Funisciurus_bayonii",136.8314969571
"Tamias_sibiricus",136.8314969554
"Tamias_striatus",136.8314977734
"Tamias_speciosus",136.8314980739
"Tamias_minimus",136.8314980739
"Tamias_quadrimaculatus",136.8314977735
"Tamias_ruficaudus",136.83149744632
"Tamias_durangae",136.83149744698
"Tamias_canipes",136.83149744688
"Tamias_rufus",136.83149741895
"Tamias_umbrinus",136.83149766485
"Tamias_quadrivittatus",136.83149766485
"Tamias_palmeri",136.83149766475
"Tamias_dorsalis",136.83149763754
"Tamias_cinereicollis",136.83149763754
"Tamias_bulleri",136.83149741915
"Tamias_obscurus",136.83149739168
"Tamias_merriami",136.83149739168
"Tamias_siskiyou",136.83149744713
"Tamias_sonomae",136.83149761023
"Tamias_senex",136.83149761023
"Tamias_townsendii",136.83149744673
"Tamias_ochrogenys",136.83149744673
"Tamias_amoenus",136.83149766488
"Tamias_panamintinus",136.83149744692
"Tamias_alpinus",136.83149744692
"Spermophilus_pygmaeus",136.8314988634
"Spermophilus_ralli",136.8314985902
"Spermophilus_suslicus",136.8314985902
"Spermophilus_brevicauda",136.83149897282
"Spermophilus_dauricus",136.83149897282
"Spermophilus_pallidicauda",136.8314990545
"Spermophilus_alashanicus",136.8314990545
"Spermophilus_fulvus",136.8314991363
"Spermophilus_erythrogenys",136.8314991363
"Spermophilus_major",136.8314991363
"Spermophilus_relictus",136.8314991363
"Spermophilus_xanthoprymnus",136.8314988644
"Spermophilus_taurensis",136.8314988639
"Spermophilus_citellus",136.8314988639
"Urocitellus_undulatus",136.8314977728
"Urocitellus_parryii",136.8314985899
"Urocitellus_richardsonii",136.8314985899
"Urocitellus_elegans",136.8314985899
"Urocitellus_columbianus",136.831498045
"Urocitellus_washingtoni",136.8314985901
"Urocitellus_townsendii",136.8314985901
"Urocitellus_mollis",136.8314985901
"Urocitellus_canus",136.8314985901
"Urocitellus_brunneus",136.8314985896
"Urocitellus_beldingi",136.8314985905
"Urocitellus_armatus",136.8314985905
"Ictidomys_tridecemlineatus",136.8314975538
"Ictidomys_parvidens",136.8314975538
"Ictidomys_mexicanus",136.8314977724
"Poliocitellus_franklinii",136.8314996813
"Xerospermophilus_spilosoma",136.8314985904
"Xerospermophilus_perotensis",136.8314985904
"Xerospermophilus_tereticaudus",136.8314985904
"Xerospermophilus_mohavensis",136.8314985904
"Cynomys_mexicanus",136.83149859
"Cynomys_ludovicianus",136.83149859
"Cynomys_parvidens",136.83149859
"Cynomys_leucurus",136.8314986718
"Cynomys_gunnisoni",136.8314986718
"Marmota_monax",136.8314980447
"Marmota_menzbieri",136.8314980457
"Marmota_caudata",136.8314980457
"Marmota_flaviventris",136.83149780041
"Marmota_olympus",136.83149780041
"Marmota_vancouverensis",136.83149779991
"Marmota_caligata",136.83149779991
"Marmota_marmota",136.8314987543
"Marmota_broweri",136.8314987543
"Marmota_himalayana",136.83149793571
"Marmota_sibirica",136.83149793571
"Marmota_camtschatica",136.83149793571
"Marmota_bobak",136.83149793621
"Marmota_baibacina",136.83149793621
"Otospermophilus_variegatus",136.8314983177
"Otospermophilus_beecheyi",136.8314985901
"Otospermophilus_atricapillus",136.8314985901
"Callospermophilus_saturatus",136.831498044
"Callospermophilus_madrensis",136.831498044
"Callospermophilus_lateralis",136.8314983167
"Notocitellus_annulatus",136.8314983178
"Notocitellus_adocetus",136.8314983178
"Ammospermophilus_harrisii",136.8314991368
"Ammospermophilus_interpres",136.83149894579
"Ammospermophilus_leucurus",136.83149894579
"Ammospermophilus_nelsoni",136.8314990276
"Tamiasciurus_mearnsi",136.831497177
"Tamiasciurus_hudsonicus",136.831497177
"Tamiasciurus_douglasii",136.8314971765
"Syntheosciurus_brochus",136.831497232
"Sciurus_richmondi",136.831499409
"Sciurus_lis",136.8314994902
"Sciurus_vulgaris",136.8314994902
"Sciurus_flammifer",136.8314994903
"Sciurus_yucatanensis",136.8314994903
"Sciurus_arizonensis",136.8314993267
"Sciurus_nayaritensis",136.8314993267
"Sciurus_anomalus",136.831498045
"Microsciurus_santanderensis",136.831498045
"Sciurus_niger",136.831497773
"Sciurus_pyrrhinus",136.83149861797
"Sciurus_colliaei",136.83149861797
"Microsciurus_mimulus",136.831499051711
"Sciurus_aberti",136.831499051711
"Sciurus_griseus",136.831499052011
"Sciurus_alleni",136.831499052011
"Sciurus_stramineus",136.831497143211
"Sciurus_sanborni",136.831498342791
"Sciurus_igniventris",136.831498342791
"Sciurus_spadiceus",136.831498451901
"Sciurus_ignitus",136.831498451901
"Sciurus_pucheranii",136.831498452201
"Sciurus_aestuans",136.831498233851
"Sciurus_gilvigularis",136.831498233851
"Microsciurus_flaviventer",136.831498179701
"Sciurus_granatensis",136.831499324801
"Microsciurus_alfari",136.831499324801
"Sciurus_variegatoides",136.831496870801
"Sciurus_aureogaster",136.831497394187
"Sciurus_oculatus",136.831497394187
"Sciurus_deppei",136.831498234301
"Sciurus_carolinensis",136.8314980461
"Rheithrosciurus_macrotis",136.831499135
"Biswamoyopterus_laoensis",136.8314999818
"Biswamoyopterus_biswasi",136.8314999818
"Belomys_pearsonii",136.831499955
"Trogopterus_xanthipes",136.831499137
"Aeretes_melanopterus",136.831499137
"Pteromyscus_pulverulentus",136.831500773
"Eupetaurus_cinereus",136.831500773
"Aeromys_thomasi",136.831498046
"Aeromys_tephromelas",136.831498046
"Pteromys_volans",136.831498592
"Pteromys_momonga",136.831498592
"Petaurista_siangensis",136.831499955
"Petaurista_leucogenys",136.831499955
"Petaurista_nobilis",136.8315005
"Petaurista_mishmiensis",136.8315005
"Petaurista_elegans",136.8314999555
"Petaurista_marica",136.8314999555
"Petaurista_xanthotis",136.8314999555
"Petaurista_philippensis",136.83150030862
"Petaurista_magnificus",136.83150030862
"Petaurista_alborufus",136.8315002273
"Petaurista_hainana",136.8315002273
"Petaurista_yunanensis",136.8315002275
"Petaurista_albiventer",136.8315002275
"Petaurista_lena",136.8314994095
"Petaurista_mechukaensis",136.8314985908
"Petaurista_caniceps",136.8314985908
"Petaurista_petaurista",136.8314996825
"Petaurista_grandis",136.8314996825
"Glaucomys_volans",136.8315013171
"Glaucomys_sabrinus",136.8315013171
"Eoglaucomys_fimbriatus",136.8315007751
"Hylopetes_platyurus",136.8315013177
"Hylopetes_alboniger",136.8315013177
"Petinomys_fuscocapillus",136.831499981586
"Petinomys_genibarbis",136.831499981586
"Petinomys_lugens",136.831499981886
"Petinomys_mindanensis",136.831499981786
"Petinomys_setosus",136.831499981786
"Petinomys_sagitta",136.831500362986
"Petinomys_vordermanni",136.831500362986
"Petinomys_hageni",136.831499708886
"Petinomys_crinitus",136.831499708886
"Petaurillus_emiliae",136.8314996817
"Petaurillus_kinlochii",136.8314996819
"Petaurillus_hosei",136.8314996819
"Hylopetes_phayrei",136.8314991357
"Hylopetes_lepidus",136.831499136
"Hylopetes_winstoni",136.8314988639
"Hylopetes_bartelsi",136.83149883654
"Hylopetes_sipora",136.83149883654
"Hylopetes_spadiceus",136.8314990274
"Hylopetes_nigripes",136.831498864
"Iomys_sipora",136.8315001723
"Iomys_horsfieldii",136.8315001723
"Laonastes_aenigmamus",136.831502156
"Massoutiera_mzabi",136.83150215
"Ctenodactylus_vali",136.83150215
"Ctenodactylus_gundi",136.83150215
"Felovia_vae",136.8315021498
"Pectinator_spekei",136.8315021498
"Trichys_fasciculata",136.831509376
"Atherurus_macrourus",136.831511788
"Hystrix_brachyura",136.8315105835
"Hystrix_cristata",136.831511065
"Hystrix_africaeaustralis",136.8315110649
"Hystrix_pumila",136.8315110649
"Hystrix_javanica",136.8315110649
"Hystrix_sumatrae",136.8315110649
"Hystrix_crassispinis",136.8315110649
"Hystrix_indica",136.8315110651
"Atherurus_africanus",136.8315105835
"Thryonomys_swinderianus",136.831511792
"Thryonomys_gregorianus",136.831511792
"Petromus_typicus",136.831511785
"Heterocephalus_glaber",136.831502158
"Heliophobius_argenteocinereus",136.831511788
"Fukomys_bocagei",136.8315125077
"Fukomys_vandewoestijneae",136.831512604
"Fukomys_ochraceocinereus",136.831512604
"Fukomys_ilariae",136.8315125079
"Fukomys_mechowi",136.8315127489
"Fukomys_anselli",136.8315127489
"Fukomys_whytei",136.8315122672
"Fukomys_zechi",136.8315122672
"Fukomys_foxi",136.831512508
"Fukomys_darlingi",136.8315125082
"Fukomys_micklemi",136.8315125083
"Fukomys_amatus",136.8315125083
"Fukomys_damarensis",136.831512749
"Fukomys_kafuensis",136.831512749
"Cryptomys_hottentotus",136.831512027
"Georychus_capensis",136.8315120267
"Bathyergus_suillus",136.8315110627
"Bathyergus_janetta",136.8315110627
"Cuniculus_taczanowskii",136.831509378
"Cuniculus_paca",136.831509378
"Myoprocta_pratti",136.8315101042
"Myoprocta_acouchy",136.8315101042
"Dasyprocta_punctata",136.8315099588
"Dasyprocta_cristata",136.8315099588
"Dasyprocta_coibae",136.8315098617
"Dasyprocta_fuliginosa",136.8315088987
"Dasyprocta_mexicana",136.8315088987
"Dasyprocta_azarae",136.8315096217
"Dasyprocta_leporina",136.8315093803
"Dasyprocta_kalinowskii",136.8315080075
"Dasyprocta_guamara",136.8315080075
"Dasyprocta_prymnolopha",136.83150755059
"Dasyprocta_ruatanica",136.83150755059
"Kerodon_rupestris",136.8315101002
"Kerodon_acrobata",136.8315101002
"Hydrochoerus_isthmius",136.8315093785
"Hydrochoerus_hydrochaeris",136.8315093785
"Dolichotis_salinicola",136.8315101002
"Dolichotis_patagonum",136.8315101002
"Galea_spixii",136.8315103395
"Galea_monasteriensis",136.831511784
"Galea_flavidens",136.831511784
"Galea_musteloides",136.8315127475
"Microcavia_australis",136.8315103415
"Microcavia_shiptoni",136.8315091375
"Microcavia_niata",136.8315091375
"Cavia_intermedia",136.8315103415
"Cavia_magna",136.83151048542
"Cavia_patzelti",136.83151000452
"Cavia_aperea",136.83151000452
"Cavia_tschudii",136.83151000402
"Cavia_porcellus",136.83151000402
"Cavia_fulgida",136.83150952242
"Erethizon_dorsatum",136.831507689
"Coendou_quichua",136.8315091338
"Coendou_rufescens",136.8315091095
"Coendou_baturitensis",136.8315091095
"Coendou_roosmalenorum",136.8315091338
"Coendou_mexicanus",136.8315091338
"Coendou_prehensilis",136.8315084112
"Coendou_bicolor",136.8315084112
"Coendou_insidiosus",136.8315091094
"Coendou_spinosus",136.8315091094
"Coendou_nycthemera",136.8315088687
"Coendou_speratus",136.8315088687
"Coendou_melanurus",136.8315098314
"Coendou_vestitus",136.8315091099
"Coendou_pruinosus",136.8315091099
"Coendou_ichillus",136.8315091094
"Chaetomys_subspinosus",136.831510099
"Dinomys_branickii",136.831510099
"Lagostomus_maximus",136.831509615
"Lagostomus_crassus",136.831509615
"Lagidium_wolffsohni",136.8315110637
"Lagidium_viscacia",136.8315110637
"Lagidium_peruanum",136.831511064
"Lagidium_ahuacaense",136.8315101
"Chinchilla_lanigera",136.8315105822
"Chinchilla_chinchilla",136.8315105822
"Carterodon_sulcidens",136.8315120222
"Isolobodon_portoricensis",136.8315118337
"Isolobodon_montanus",136.8315118337
"Plagiodontia_ipnaeum",136.8315117855
"Plagiodontia_aedium",136.8315117855
"Heteropsomys_insulans",136.8315117862
"Brotomys_voratus",136.8315100992
"Hexolobodon_phenax",136.8315100992
"Boromys_torrei",136.83151022036
"Boromys_offella",136.83151022036
"Geocapromys_thoracatus",136.8315084131
"Geocapromys_brownii",136.8315088951
"Geocapromys_ingrahami",136.8315088951
"Geocapromys_columbianus",136.8315088951
"Mesocapromys_melanurus",136.8315100997
"Mesocapromys_angelcabrerai",136.8315100995
"Mesocapromys_nanus",136.8315100995
"Mesocapromys_sanfelipensis",136.8315100995
"Mesocapromys_auritus",136.8315100996
"Mysateles_garridoi",136.831510099
"Mysateles_gundlachi",136.831510099
"Mysateles_meridionalis",136.8315100989
"Mysateles_prehensilis",136.8315100987
"Capromys_pilorides",136.8315096182
"Trinomys_paratus",136.8315113046
"Trinomys_eliasi",136.8315113046
"Trinomys_yonenagae",136.8315108706
"Trinomys_mirapitanga",136.8315108706
"Thrichomys_fosteri",136.8315103414
"Thrichomys_laurentius",136.831510341
"Thrichomys_pachyurus",136.831510341
"Thrichomys_inermis",136.8315103414
"Trinomys_setosus",136.8315103416
"Trinomys_albispinus",136.8315122686
"Trinomys_gratiosus",136.8315117856
"Trinomys_moojeni",136.8315117856
"Trinomys_iheringi",136.8315117856
"Trinomys_dimidiatus",136.8315117856
"Clyomys_laticeps",136.8315108223
"Clyomys_bishopi",136.8315108223
"Euryzygomatomys_spinosus",136.8315108216
"Myocastor_coypus",136.8315117898
"Isothrix_sinnamariensis",136.8315098586
"Isothrix_pagurus",136.8315098586
"Isothrix_orinoci",136.8315115436
"Isothrix_negrensis",136.831511544
"Isothrix_bistriata",136.831511544
"Isothrix_barbarabrownae",136.8315093768
"Mesomys_occultus",136.8315110398
"Mesomys_leniceps",136.831510317
"Mesomys_hispidus",136.831510317
"Mesomys_stimulax",136.8315098355
"Lonchothrix_emiliae",136.8315117621
"Trinomys_myosuros",136.8315117621
"Pattonomys_semivillosus",136.8315101719
"Pattonomys_occasius",136.8315101719
"Toromys_rhipidurus",136.8315112808
"Toromys_grandis",136.8315112808
"Makalata_didelphoides",136.8315105577
"Makalata_obscura",136.8315105577
"Makalata_macrura",136.8315115208
"Phyllomys_pattoni",136.8315105578
"Phyllomys_brasiliensis",136.8315108701
"Phyllomys_blainvillii",136.8315108701
"Phyllomys_lamarum",136.8315108701
"Phyllomys_kerri",136.8315107978
"Phyllomys_thomasi",136.8315107978
"Phyllomys_lundi",136.8315117614
"Phyllomys_unicolor",136.831510798
"Phyllomys_dasythrix",136.831510798
"Phyllomys_sulinus",136.831510798
"Phyllomys_nigrispinus",136.8315107984
"Phyllomys_medius",136.8315098353
"Phyllomys_mantiqueirensis",136.8315098353
"Echimys_saturnus",136.8315103168
"Echimys_chrysurus",136.83151038953
"Echimys_vieirai",136.83151038953
"Santamartamys_rufodorsalis",136.8315105578
"Diplomys_labilis",136.8315119298
"Diplomys_caniceps",136.8315119298
"Dactylomys_peruanus",136.8315107978
"Dactylomys_dactylinus",136.8315103161
"Dactylomys_boliviensis",136.8315103161
"Kannabateomys_amblyonyx",136.8315122426
"Olallamys_edax",136.831510798
"Olallamys_albicauda",136.831510798
"Thrichomys_apereoides",136.8315110588
"Callistomys_pictus",136.8315100959
"Proechimys_guairae",136.8315129897
"Proechimys_kulinae",136.8315129897
"Proechimys_hoplomyoides",136.8315113039
"Proechimys_urichi",136.8315113039
"Proechimys_oconnelli",136.8315105809
"Proechimys_canicollis",136.8315115442
"Proechimys_guyannensis",136.8315115442
"Proechimys_cuvieri",136.83151089425
"Proechimys_brevicauda",136.83151233905
"Proechimys_trinitatus",136.83151233905
"Proechimys_magdalenae",136.8315110629
"Proechimys_semispinosus",136.8315110629
"Proechimys_pattoni",136.8315110622
"Proechimys_gardneri",136.8315108935
"Proechimys_longicaudatus",136.8315108935
"Proechimys_echinothrix",136.8315108212
"Proechimys_roberti",136.8315100995
"Proechimys_decumanus",136.8315100995
"Proechimys_poliopus",136.8315100992
"Proechimys_mincae",136.8315098583
"Proechimys_quadruplicatus",136.8315098583
"Proechimys_goeldii",136.8315098586
"Proechimys_steerei",136.8315113273
"Proechimys_simonsi",136.8315113273
"Proechimys_chrysaeolus",136.8315113036
"Hoplomys_gymnurus",136.8315125069
"Ctenomys_tuconax",136.83151034
"Ctenomys_perrensi",136.83151031539
"Ctenomys_roigi",136.83151031539
"Ctenomys_dorbignyi",136.83151038749
"Ctenomys_pearsoni",136.83151038749
"Ctenomys_knighti",136.83151048389
"Ctenomys_torquatus",136.83151050768
"Ctenomys_minutus",136.83151050808
"Ctenomys_lami",136.83151050808
"Ctenomys_ibicuiensis",136.83151053216
"Ctenomys_talarum",136.83151058006
"Ctenomys_emilianus",136.83151055612
"Ctenomys_viperinus",136.83151055612
"Ctenomys_dorsalis",136.83151055606
"Ctenomys_pundti",136.83151058026
"Ctenomys_osvaldoreigi",136.83151058016
"Ctenomys_leucodon",136.83151082106
"Ctenomys_validus",136.83151082156
"Ctenomys_rionegrensis",136.83151058046
"Ctenomys_juris",136.83151046026
"Ctenomys_mendocinus",136.83151046026
"Ctenomys_porteousi",136.83151033976
"Ctenomys_australis",136.83151058056
"Ctenomys_bonettoi",136.83151070106
"Ctenomys_yolandae",136.83151070106
"Ctenomys_flamarioni",136.83151058056
"Ctenomys_azarae",136.83151058056
"Ctenomys_haigi",136.83151065286
"Ctenomys_sociabilis",136.83151065286
"Ctenomys_sericeus",136.83151053246
"Ctenomys_fodax",136.83151053246
"Ctenomys_coyhaiquensis",136.83151065276
"Ctenomys_maulinus",136.83151065276
"Ctenomys_budini",136.83151072466
"Ctenomys_magellanicus",136.83151072466
"Ctenomys_colburni",136.83151065246
"Ctenomys_pilarensis",136.83151065316
"Ctenomys_occultus",136.83151067716
"Ctenomys_argentinus",136.83151067716
